problem,sampler,param,importance
zcat6,cmaes,laplace_a,0.001595645622304444
zcat6,cmaes,blxab_alpha,0.0010306307248283359
zcat6,cmaes,scatter_base_size_factor,0.001026676876793173
zcat6,cmaes,archive_unbounded,0.0009808130982753734
zcat6,cmaes,power_index,0.0005105486453013411
zcat6,cmaes,wa_alpha,0.0004101122340276706
zcat6,cmaes,mutation_prob_factor,0.00037160923117413307
zcat6,cmaes,pop_size,0.00035850677556228234
zcat6,cmaes,archive_prune_policy,0.0003356294686304806
zcat6,cmaes,levy_scale,0.00020766461842743723
zcat6,cmaes,mutation_eta,5.541626858593379e-05
zcat6,cmaes,blxab_beta,4.4461059413336515e-05
zcat6,cmaes,mutation,2.7828369479218422e-05
zcat6,cmaes,gaussian_sigma,2.0619705614984533e-05
zcat6,cmaes,use_external_archive,8.207214874359221e-07
zcat7,gp,pcx_sigma_eta,0.2870054766204326
zcat7,gp,blxab_alpha,0.16350858700920035
zcat7,gp,crossover_eta,0.0944065130794746
zcat7,gp,undx_zeta,0.07948058693139223
zcat7,gp,scatter_base_size_factor,0.06847852853781002
zcat7,gp,simplex_epsilon,0.06111232994286307
zcat7,gp,nonuniform_perturbation,0.04974010949689699
zcat7,gp,crossover_prob,0.021196232340700647
zcat7,gp,mutation_eta,0.019796636643397078
zcat7,gp,crossover,0.01913011522672296
zcat7,gp,undx_eta,0.01505584641022817
zcat7,gp,levy_scale,0.01414151666716583
zcat7,gp,initializer,0.013641045508853275
zcat7,gp,blxab_beta,0.012787643239819622
zcat7,gp,mutation,0.012061181084909117
zcat7,gp,archive_prune_policy,0.01183907007959668
zcat7,gp,use_external_archive,0.010350033154036422
zcat7,gp,repair,0.009724741873526914
zcat7,gp,cauchy_gamma,0.00836930361120086
zcat7,gp,power_index,0.008180175091414964
zcat7,gp,wa_alpha,0.0037511819446163237
zcat7,gp,laplace_b,0.0035672365081190534
zcat7,gp,crossover_alpha,0.0035635481599595796
zcat7,gp,gaussian_sigma,0.002745516518872197
zcat7,gp,uniform_perturb,0.0017164920909216827
zcat7,gp,levy_beta,0.001283724953897244
zcat7,gp,laplace_a,0.0008660756432446839
zcat7,gp,selection_size,0.0005476683083436057
zcat7,gp,mutation_prob_factor,0.0005039075207558283
zcat7,gp,pop_size,0.0004966509926324726
zcat7,gp,fuzzy_d,0.0003456046146074283
zcat7,gp,offspring_ratio,0.00021850098036613625
zcat7,gp,pcx_sigma_zeta,0.00014015384328787381
zcat7,gp,selection,0.000124888713112697
zcat7,gp,archive_unbounded,0.00012317665762117132
zcat7,tpe,power_index,0.5208261885882044
zcat7,tpe,laplace_b,0.07523841880873638
zcat7,tpe,undx_zeta,0.0714556553611242
zcat7,tpe,simplex_epsilon,0.06454627012512913
zcat7,tpe,gaussian_sigma,0.04911418160390077
zcat7,tpe,crossover,0.04819626796631531
zcat7,tpe,crossover_eta,0.03160626943925464
zcat7,tpe,crossover_prob,0.017712937277022885
zcat7,tpe,levy_scale,0.017434553048460297
zcat7,tpe,laplace_a,0.01551951646601235
zcat7,tpe,initializer,0.015459912650554608
zcat7,tpe,pop_size,0.012381493504800613
zcat7,tpe,fuzzy_d,0.01105393479707104
zcat7,tpe,selection_size,0.009534496621708787
zcat7,tpe,cauchy_gamma,0.005241137842492331
zcat7,tpe,wa_alpha,0.004744044298137523
zcat7,tpe,selection,0.0035827369053106207
zcat7,tpe,undx_eta,0.0026708744902316853
zcat7,tpe,offspring_ratio,0.002638614058627061
zcat7,tpe,archive_unbounded,0.002581612082222752
zcat7,tpe,levy_beta,0.002530318708678164
zcat7,tpe,blxab_alpha,0.0021021051665235883
zcat7,tpe,repair,0.0019771976934041782
zcat7,tpe,crossover_alpha,0.0018306698484387908
zcat7,tpe,mutation,0.0018114793897006094
zcat7,tpe,mutation_eta,0.0017634603946445014
zcat7,tpe,pcx_sigma_eta,0.001519103126591098
zcat7,tpe,blxab_beta,0.0011972143851983878
zcat7,tpe,uniform_perturb,0.0011639235253400485
zcat7,tpe,scatter_base_size_factor,0.0009664460172851683
zcat7,tpe,mutation_prob_factor,0.0008062647963292074
zcat7,tpe,archive_prune_policy,0.0004709005345400825
zcat7,tpe,pcx_sigma_zeta,0.00017942012164366876
zcat7,tpe,use_external_archive,0.00010356293202917776
zcat7,tpe,nonuniform_perturbation,3.8817424335902494e-05
zcat8,gp,wa_alpha,0.3368075188362431
zcat8,gp,levy_beta,0.08857578689868986
zcat8,gp,levy_scale,0.07722223016967038
zcat8,gp,undx_zeta,0.06770405277977147
zcat8,gp,blxab_alpha,0.05476834231633233
zcat8,gp,repair,0.05120190726805744
zcat8,gp,crossover_alpha,0.03786031430312765
zcat8,gp,undx_eta,0.03170337664700234
zcat8,gp,pcx_sigma_zeta,0.030679468182452513
zcat8,gp,laplace_a,0.03032000670911045
zcat8,gp,crossover_prob,0.02214748448211396
zcat8,gp,offspring_ratio,0.021069581070144224
zcat8,gp,gaussian_sigma,0.01740924856362175
zcat8,gp,mutation,0.01641253248132263
zcat8,gp,uniform_perturb,0.015895296897139734
zcat8,gp,use_external_archive,0.015219212036606996
zcat8,gp,power_index,0.013496368012347904
zcat8,gp,archive_unbounded,0.009924449920798415
zcat8,gp,pop_size,0.009698078410533193
zcat8,gp,selection,0.009016753535083029
zcat8,gp,nonuniform_perturbation,0.008065686157655646
zcat8,gp,pcx_sigma_eta,0.005407583442963319
zcat8,gp,cauchy_gamma,0.005313329371389828
zcat8,gp,mutation_prob_factor,0.004885025999047078
zcat8,gp,fuzzy_d,0.004743385884511588
zcat8,gp,selection_size,0.0033878331025682423
zcat8,gp,simplex_epsilon,0.003162786210051184
zcat8,gp,archive_prune_policy,0.0019821955134445707
zcat8,gp,mutation_eta,0.0015111388702846592
zcat8,gp,crossover,0.00111090504544668
zcat8,gp,laplace_b,0.0010504997385327917
zcat8,gp,initializer,0.0010051277303123965
zcat8,gp,crossover_eta,0.0007145407956162032
zcat8,gp,scatter_base_size_factor,0.0005224153624723145
zcat8,gp,blxab_beta,5.537255534374405e-06
zcat8,tpe,blxab_alpha,0.39900848882929185
zcat8,tpe,repair,0.23825924476843732
zcat8,tpe,uniform_perturb,0.060360557941666074
zcat8,tpe,crossover_alpha,0.053648102360576225
zcat8,tpe,undx_zeta,0.040186122213509375
zcat8,tpe,laplace_a,0.025809541520865367
zcat8,tpe,mutation,0.025146093715148653
zcat8,tpe,mutation_prob_factor,0.021065617533696245
zcat8,tpe,gaussian_sigma,0.015881776018116175
zcat8,tpe,scatter_base_size_factor,0.015762259500057146
zcat8,tpe,laplace_b,0.013700576044593384
zcat8,tpe,nonuniform_perturbation,0.011641621660950318
zcat8,tpe,wa_alpha,0.01098526513683042
zcat8,tpe,selection_size,0.010481537550964886
zcat8,tpe,initializer,0.010336587759049847
zcat8,tpe,mutation_eta,0.006414199234906976
zcat8,tpe,blxab_beta,0.006401705198052589
zcat8,tpe,levy_beta,0.006328665272974295
zcat8,tpe,power_index,0.00523099350926852
zcat8,tpe,pcx_sigma_zeta,0.004998505797000912
zcat8,tpe,crossover_prob,0.003788863882670143
zcat8,tpe,offspring_ratio,0.0037532723458716037
zcat8,tpe,pop_size,0.0026722403726034383
zcat8,tpe,fuzzy_d,0.0025655289260133126
zcat8,tpe,selection,0.002263108191263102
zcat8,tpe,crossover,0.001402388770996858
zcat8,tpe,archive_prune_policy,0.0007499282349316933
zcat8,tpe,undx_eta,0.00044702020057137197
zcat8,tpe,simplex_epsilon,0.00018783924879682407
zcat8,tpe,cauchy_gamma,0.00015872300934646722
zcat8,tpe,pcx_sigma_eta,0.00014690252258255335
zcat8,tpe,levy_scale,8.40793940490358e-05
zcat8,tpe,crossover_eta,7.815139313824993e-05
zcat8,tpe,use_external_archive,4.4760494195667216e-05
zcat8,tpe,archive_unbounded,9.7314470131527e-06
zcat9,nsgaii,simplex_epsilon,0.3024349146799124
zcat9,nsgaii,repair,0.10157515315927262
zcat9,nsgaii,crossover,0.08263027548241096
zcat9,nsgaii,blxab_alpha,0.06560426331553786
zcat9,nsgaii,initializer,0.06062307225306534
zcat9,nsgaii,fuzzy_d,0.057736200321330755
zcat9,nsgaii,crossover_alpha,0.05113134543998126
zcat9,nsgaii,mutation_eta,0.044064983335594436
zcat9,nsgaii,uniform_perturb,0.03476521439720079
zcat9,nsgaii,levy_scale,0.03108108588956787
zcat9,nsgaii,undx_eta,0.02374722746617709
zcat9,nsgaii,crossover_prob,0.017407211728780996
zcat9,nsgaii,gaussian_sigma,0.01590074868186018
zcat9,nsgaii,pcx_sigma_zeta,0.01586045911026236
zcat9,nsgaii,nonuniform_perturbation,0.012995489897632816
zcat9,nsgaii,mutation_prob_factor,0.012585190362553074
zcat9,nsgaii,offspring_ratio,0.011488815217120233
zcat9,nsgaii,pcx_sigma_eta,0.00966748317872789
zcat9,nsgaii,laplace_a,0.007425415299957
zcat9,nsgaii,use_external_archive,0.006684917798879998
zcat9,nsgaii,undx_zeta,0.005653230173141054
zcat9,nsgaii,pop_size,0.0045359959822755865
zcat9,nsgaii,blxab_beta,0.003618229034037316
zcat9,nsgaii,archive_prune_policy,0.0034555368132958416
zcat9,nsgaii,levy_beta,0.003301216435484656
zcat9,nsgaii,power_index,0.0030384438511406944
zcat9,nsgaii,selection_size,0.0029991386688600985
zcat9,nsgaii,mutation,0.0022069269157072584
zcat9,nsgaii,cauchy_gamma,0.0020356347704861134
zcat9,nsgaii,scatter_base_size_factor,0.001425363781045821
zcat9,nsgaii,wa_alpha,0.0013926769492322126
zcat9,nsgaii,crossover_eta,0.0007153872183680401
zcat9,nsgaii,laplace_b,8.129731717744283e-05
zcat9,nsgaii,selection,6.776152088833627e-05
zcat9,nsgaii,archive_unbounded,6.369355303329524e-05
zcat9,cmaes,pcx_sigma_eta,0.19478264302557932
zcat9,cmaes,pop_size,0.1625905238177642
zcat9,cmaes,cauchy_gamma,0.08553359936590176
zcat9,cmaes,simplex_epsilon,0.06469230062669507
zcat9,cmaes,mutation_eta,0.0576134327498481
zcat9,cmaes,gaussian_sigma,0.048085271358722294
zcat9,cmaes,blxab_alpha,0.04766616827046705
zcat9,cmaes,wa_alpha,0.045439137498246705
zcat9,cmaes,selection,0.03120774646764793
zcat9,cmaes,pcx_sigma_zeta,0.03069309396764862
zcat9,cmaes,laplace_b,0.025438408798852143
zcat9,cmaes,uniform_perturb,0.02037038759824781
zcat9,cmaes,laplace_a,0.018933606246563633
zcat9,cmaes,initializer,0.017299597932083424
zcat9,cmaes,crossover,0.017120554633198976
zcat9,cmaes,crossover_alpha,0.01671240614461243
zcat9,cmaes,archive_prune_policy,0.015931070193395774
zcat9,cmaes,crossover_eta,0.013349453725036
zcat9,cmaes,repair,0.012177974014423625
zcat9,cmaes,selection_size,0.011801817888432537
zcat9,cmaes,levy_scale,0.010873914753966462
zcat9,cmaes,scatter_base_size_factor,0.010864954111382347
zcat9,cmaes,mutation_prob_factor,0.009148961746674608
zcat9,cmaes,levy_beta,0.008947808098632331
zcat9,cmaes,blxab_beta,0.005601769896470679
zcat9,cmaes,mutation,0.005475643952010136
zcat9,cmaes,fuzzy_d,0.0038023727953684786
zcat9,cmaes,power_index,0.002435133822524305
zcat9,cmaes,crossover_prob,0.0014080303207412493
zcat9,cmaes,nonuniform_perturbation,0.0013390610787601322
zcat9,cmaes,offspring_ratio,0.0009740150259503242
zcat9,cmaes,undx_eta,0.0008705243418280428
zcat9,cmaes,undx_zeta,0.0007988613753540048
zcat9,cmaes,archive_unbounded,1.5026737313518799e-05
zcat9,cmaes,use_external_archive,4.727619655850607e-06
